epoch,train_loss,val_loss,sav_version
0,0.8420638027035188,0.8268876820802689,1
1,0.7832428083241543,0.7485800025363764,2
2,0.733491450548172,0.7282410375773907,3
3,0.7272517988893473,0.725599310050408,4
4,0.7279242683793897,0.7228929276267687,5
5,0.7211667707311773,0.718929131825765,6
6,0.7196525884008853,0.7119972134629885,7
7,0.7163128451766255,0.7114020312825838,8
8,0.7155902458128528,0.7142651453614235,8
9,0.711689231412433,0.7141179839769999,8
10,0.7120949632932092,0.7050829740862051,9
11,0.7103548026252016,0.7060412342349688,9
12,0.7103917813189676,0.7129142495493094,9
13,0.7084737917251676,0.7073527785638968,9
14,0.7069907440481898,0.7057435226937135,9
15,0.705660261979727,0.7067026781539122,9
16,0.7049833499939642,0.7030243886013826,10
17,0.7028427584984592,0.7094756190975507,10
18,0.7033283266230165,0.7045047854383787,10
19,0.7026878802854324,0.7068025370438894,10
20,0.7021010644803537,0.7017421002189318,11
21,0.7023792247348857,0.7005020901560783,12
22,0.7019065663079235,0.7050911200543245,12
23,0.7015255168776646,0.6996275422473749,13
24,0.6983107261568586,0.6952678225934505,14
25,0.6944514479592582,0.6961977146565914,14
26,0.6919382940107417,0.6864995161692301,15
27,0.6879720661406205,0.6847788418332735,16
28,0.684124391491168,0.6841382284959158,17
29,0.6829603480122913,0.681434034059445,18
30,0.682520511412175,0.6781972100337347,19
31,0.6824828255399366,0.6776237214605013,20
32,0.6808979566966262,0.682522022475799,20
33,0.6785292646316724,0.682900237540404,20
34,0.6790282737428897,0.6814853909114996,20
35,0.6781638346821348,0.674934354921182,21
36,0.6782439885852493,0.678641447176536,21
37,0.6767812440885561,0.6743736006319523,22
38,0.6768421118504533,0.678994013617436,22
39,0.6760942232664501,0.677856482565403,22
40,0.674102805345972,0.6757270594437917,22
41,0.6759689141099698,0.681073036044836,22
42,0.675100424718634,0.6763902592162291,22
43,0.6750997616865925,0.6717583499848843,23
44,0.6744211491580322,0.6749792645374934,23
45,0.6737215984090467,0.6678606644272804,24
46,0.6725930682966642,0.6675217114388943,25
47,0.6733252158231824,0.6791095348695914,25
48,0.6722303978472113,0.6696289827426275,25
49,0.6713748294337888,0.6715106417735418,25
